packet_index,strategy_id,path_id,sequence_num,fragment_id,total_fragments,send_delay_ms,arrival_time_ms,ip_id_decimal,ip_id_hex,target_packet_length,packet_length,payload_bytes,analysis_hint
296,5,2,1,296,444,0.0,0.0,55821,0xda0d,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
297,5,0,1,297,444,0.0,0.0,53391,0xd08f,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
298,5,2,1,298,444,0.0,0.0,55823,0xda0f,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
299,5,1,1,299,444,0.0,0.0,55036,0xd6fc,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
300,5,0,1,300,444,0.0,0.0,53386,0xd08a,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
301,5,1,1,301,444,0.0,0.0,55034,0xd6fa,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
302,5,2,1,302,444,0.0,0.0,55819,0xda0b,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
303,5,1,1,303,444,0.0,0.0,55032,0xd6f8,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
304,5,2,1,304,444,0.0,0.0,55829,0xda15,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
305,5,0,1,305,444,0.0,0.0,53399,0xd097,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
306,5,0,1,306,444,0.0,0.0,53396,0xd094,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
307,5,1,1,307,444,0.0,0.0,55012,0xd6e4,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
308,5,2,1,308,444,0.0,0.0,55825,0xda11,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
309,5,0,1,309,444,0.0,0.0,53395,0xd093,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
310,5,1,1,310,444,0.0,0.0,55009,0xd6e1,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
311,5,2,1,311,444,0.0,0.0,55826,0xda12,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
312,5,0,1,312,444,0.0,0.0,53406,0xd09e,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
313,5,1,1,313,444,0.0,0.0,55022,0xd6ee,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
314,5,2,1,314,444,0.0,0.0,55839,0xda1f,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
315,5,1,1,315,444,0.0,0.0,55020,0xd6ec,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
316,5,2,1,316,444,0.0,0.0,55833,0xda19,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
317,5,0,1,317,444,0.0,0.0,53403,0xd09b,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
318,5,0,1,318,444,0.0,0.0,53400,0xd098,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
319,5,1,1,319,444,0.0,0.0,55016,0xd6e8,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
320,5,2,1,320,444,0.0,0.0,55909,0xda65,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
321,5,0,1,321,444,0.0,0.0,53479,0xd0e7,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
322,5,2,1,322,444,0.0,0.0,55911,0xda67,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
323,5,1,1,323,444,0.0,0.0,54932,0xd694,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
324,5,0,1,324,444,0.0,0.0,53474,0xd0e2,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
325,5,1,1,325,444,0.0,0.0,54930,0xd692,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
326,5,2,1,326,444,0.0,0.0,55907,0xda63,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
327,5,1,1,327,444,0.0,0.0,54928,0xd690,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
328,5,2,1,328,444,0.0,0.0,55917,0xda6d,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
329,5,0,1,329,444,0.0,0.0,53487,0xd0ef,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
330,5,0,1,330,444,0.0,0.0,53484,0xd0ec,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
331,5,1,1,331,444,0.0,0.0,54940,0xd69c,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
332,5,2,1,332,444,0.0,0.0,55913,0xda69,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
333,5,0,1,333,444,0.0,0.0,53483,0xd0eb,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
334,5,1,1,334,444,0.0,0.0,54937,0xd699,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
335,5,2,1,335,444,0.0,0.0,55914,0xda6a,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
336,5,0,1,336,444,0.0,0.0,53494,0xd0f6,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
337,5,1,1,337,444,0.0,0.0,54918,0xd686,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
338,5,2,1,338,444,0.0,0.0,55927,0xda77,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
339,5,1,1,339,444,0.0,0.0,54916,0xd684,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
340,5,2,1,340,444,0.0,0.0,55921,0xda71,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
341,5,0,1,341,444,0.0,0.0,53491,0xd0f3,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
342,5,0,1,342,444,0.0,0.0,53488,0xd0f0,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
343,5,1,1,343,444,0.0,0.0,54912,0xd680,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
344,5,2,1,344,444,0.0,0.0,55933,0xda7d,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
345,5,0,1,345,444,0.0,0.0,53503,0xd0ff,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
346,5,2,1,346,444,0.0,0.0,55935,0xda7f,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
347,5,1,1,347,444,0.0,0.0,54924,0xd68c,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
348,5,0,1,348,444,0.0,0.0,53498,0xd0fa,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
349,5,1,1,349,444,0.0,0.0,54922,0xd68a,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
350,5,2,1,350,444,0.0,0.0,55931,0xda7b,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
351,5,1,1,351,444,0.0,0.0,54920,0xd688,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
352,5,2,1,352,444,0.0,0.0,55877,0xda45,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
353,5,0,1,353,444,0.0,0.0,53447,0xd0c7,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
354,5,0,1,354,444,0.0,0.0,53444,0xd0c4,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
355,5,1,1,355,444,0.0,0.0,54964,0xd6b4,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
356,5,2,1,356,444,0.0,0.0,55873,0xda41,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
357,5,0,1,357,444,0.0,0.0,53443,0xd0c3,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
358,5,1,1,358,444,0.0,0.0,54961,0xd6b1,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
359,5,2,1,359,444,0.0,0.0,55874,0xda42,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
360,5,0,1,360,444,0.0,0.0,53454,0xd0ce,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
361,5,1,1,361,444,0.0,0.0,54974,0xd6be,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
362,5,2,1,362,444,0.0,0.0,55887,0xda4f,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
363,5,1,1,363,444,0.0,0.0,54972,0xd6bc,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
364,5,2,1,364,444,0.0,0.0,55881,0xda49,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
365,5,0,1,365,444,0.0,0.0,53451,0xd0cb,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
366,5,0,1,366,444,0.0,0.0,53448,0xd0c8,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
367,5,1,1,367,444,0.0,0.0,54968,0xd6b8,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
368,5,2,1,368,444,0.0,0.0,55893,0xda55,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
369,5,0,1,369,444,0.0,0.0,53463,0xd0d7,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
370,5,1,1,370,444,0.0,0.0,54949,0xd6a5,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
371,5,2,1,371,444,0.0,0.0,55894,0xda56,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
372,5,0,1,372,444,0.0,0.0,53458,0xd0d2,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
373,5,1,1,373,444,0.0,0.0,54946,0xd6a2,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
374,5,2,1,374,444,0.0,0.0,55891,0xda53,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
375,5,1,1,375,444,0.0,0.0,54944,0xd6a0,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
376,5,2,1,376,444,0.0,0.0,55901,0xda5d,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
377,5,0,1,377,444,0.0,0.0,53471,0xd0df,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
378,5,0,1,378,444,0.0,0.0,53468,0xd0dc,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
379,5,1,1,379,444,0.0,0.0,54956,0xd6ac,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
380,5,2,1,380,444,0.0,0.0,55897,0xda59,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
381,5,0,1,381,444,0.0,0.0,53467,0xd0db,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
382,5,1,1,382,444,0.0,0.0,54953,0xd6a9,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
383,5,2,1,383,444,0.0,0.0,55898,0xda5a,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
384,5,0,1,384,444,0.0,0.0,53286,0xd026,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
385,5,1,1,385,444,0.0,0.0,54870,0xd656,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
386,5,2,1,386,444,0.0,0.0,55975,0xdaa7,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
387,5,1,1,387,444,0.0,0.0,54868,0xd654,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
388,5,2,1,388,444,0.0,0.0,55969,0xdaa1,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
389,5,0,1,389,444,0.0,0.0,53283,0xd023,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
390,5,0,1,390,444,0.0,0.0,53280,0xd020,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
391,5,1,1,391,444,0.0,0.0,54864,0xd650,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
392,5,2,1,392,444,0.0,0.0,55981,0xdaad,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
393,5,0,1,393,444,0.0,0.0,53295,0xd02f,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
394,5,2,1,394,444,0.0,0.0,55983,0xdaaf,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
395,5,1,1,395,444,0.0,0.0,54876,0xd65c,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
396,5,0,1,396,444,0.0,0.0,53290,0xd02a,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
397,5,1,1,397,444,0.0,0.0,54874,0xd65a,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
398,5,2,1,398,444,0.0,0.0,55979,0xdaab,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
399,5,1,1,399,444,0.0,0.0,54872,0xd658,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
400,5,2,1,400,444,0.0,0.0,55989,0xdab5,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
401,5,0,1,401,444,0.0,0.0,53303,0xd037,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
402,5,0,1,402,444,0.0,0.0,53300,0xd034,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
403,5,1,1,403,444,0.0,0.0,54852,0xd644,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
404,5,2,1,404,444,0.0,0.0,55985,0xdab1,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
405,5,0,1,405,444,0.0,0.0,53299,0xd033,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
406,5,2,1,406,444,0.0,0.0,55987,0xdab3,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
407,5,1,1,407,444,0.0,0.0,54848,0xd640,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
408,5,0,1,408,444,0.0,0.0,53310,0xd03e,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
409,5,1,1,409,444,0.0,0.0,54862,0xd64e,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
410,5,2,1,410,444,0.0,0.0,55999,0xdabf,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
411,5,1,1,411,444,0.0,0.0,54860,0xd64c,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
412,5,2,1,412,444,0.0,0.0,55993,0xdab9,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
413,5,0,1,413,444,0.0,0.0,53307,0xd03b,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
414,5,0,1,414,444,0.0,0.0,53304,0xd038,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
415,5,1,1,415,444,0.0,0.0,54856,0xd648,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
416,5,2,1,416,444,0.0,0.0,55941,0xda85,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
417,5,0,1,417,444,0.0,0.0,53255,0xd007,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
418,5,1,1,418,444,0.0,0.0,54901,0xd675,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
419,5,2,1,419,444,0.0,0.0,55942,0xda86,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
420,5,0,1,420,444,0.0,0.0,53250,0xd002,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
421,5,1,1,421,444,0.0,0.0,54898,0xd672,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
422,5,2,1,422,444,0.0,0.0,55939,0xda83,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
423,5,1,1,423,444,0.0,0.0,54896,0xd670,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
424,5,2,1,424,444,0.0,0.0,55949,0xda8d,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
425,5,0,1,425,444,0.0,0.0,53263,0xd00f,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
426,5,0,1,426,444,0.0,0.0,53260,0xd00c,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
427,5,1,1,427,444,0.0,0.0,54908,0xd67c,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
428,5,2,1,428,444,0.0,0.0,55945,0xda89,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
429,5,0,1,429,444,0.0,0.0,53259,0xd00b,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
430,5,2,1,430,444,0.0,0.0,55947,0xda8b,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
431,5,1,1,431,444,0.0,0.0,54904,0xd678,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
432,5,0,1,432,444,0.0,0.0,53270,0xd016,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
433,5,1,1,433,444,0.0,0.0,54886,0xd666,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
434,5,2,1,434,444,0.0,0.0,55959,0xda97,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
435,5,0,1,435,444,0.0,0.0,53269,0xd015,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
436,5,1,1,436,444,0.0,0.0,54883,0xd663,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
437,5,2,1,437,444,0.0,0.0,55952,0xda90,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
438,5,1,1,438,444,0.0,0.0,54881,0xd661,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
439,5,0,1,439,444,0.0,0.0,53265,0xd011,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
440,5,2,1,440,444,0.0,0.0,55965,0xda9d,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
441,5,1,1,441,444,0.0,0.0,54894,0xd66e,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
442,5,0,1,442,444,0.0,0.0,53276,0xd01c,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
443,5,2,1,443,444,0.0,0.0,55966,0xda9e,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
